"model","reference_date","horizon","target_end_date","target_group","output_type","output_type_id","value"
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.4",93
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.45",97
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.55",106
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.6",111
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.65",116
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.7",122
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.75",128
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.8",135
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.85",144
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.9",156
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.95",177
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.975",199
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.99",235
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.01",16
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.025",27
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.05",38
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.1",50
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.15",59
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.2",66
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.25",73
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.3",79
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.35",85
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.4",91
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.45",96
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.55",108
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.6",114
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.65",121
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.7",129
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.75",137
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.8",146
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.85",158
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.9",173
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.95",201
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.975",227
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.99",271
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.01",9
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.025",20
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.05",29
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.1",43
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.15",53
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.2",61
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.25",69
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.3",76
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.35",82
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.4",89
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.45",95
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.55",108
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.6",116
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.65",123
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.7",132
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.75",142
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.8",153
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.85",167
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.9",186
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.95",216
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.975",246
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.99",288
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.01",5
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.025",13
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.05",23
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.1",38
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.15",48
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.2",56
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.25",64
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.3",72
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.35",79
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.4",87
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.45",94
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.55",110
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.6",118
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.65",127
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.7",137
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.75",147
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.8",160
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.85",175
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.9",197
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.95",234
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.975",267
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.99",321
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.01",2
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.025",10
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.05",19
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.1",33
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.15",44
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.2",53
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.25",61
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.3",70
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.35",78
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.4",86
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.45",94
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.55",111
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.6",120
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.65",130
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.7",142
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.75",154
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.8",168
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.85",186
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.9",210
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.95",250
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.975",287
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.99",354
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.01",1
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.025",7
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.05",15
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.1",28
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.15",40
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.2",49
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.25",59
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.3",67
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.35",75
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.4",84
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.45",93
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.55",111
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.6",120
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.65",131
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.7",143
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.75",157
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.8",172
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.85",193
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.9",221
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.95",266
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.975",304
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.99",368
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.01",0
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.025",4
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.05",13
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.1",26
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.15",37
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.2",47
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.25",56
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.3",65
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.35",75
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.4",84
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.45",93
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.55",113
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.6",123
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.65",136
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.7",148
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.75",163
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.8",181
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.85",203
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.9",234
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.95",282
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.975",334
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.99",401
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.01",0
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.025",3
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.05",10
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.1",22
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.15",33
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.2",44
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.25",54
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.3",63
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.35",73
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.4",82
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.45",92
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.55",112
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.6",124
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.65",137
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.7",151
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.75",167
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.8",186
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.85",209
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.9",244
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.95",298
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.975",355
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.99",419
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.01",0
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.025",1
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.05",7
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.1",19
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.15",31
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.2",42
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.25",52
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.3",62
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.35",72
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.4",82
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.45",92
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.55",114
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.6",126
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.65",140
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.7",155
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.75",172
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.8",193
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.85",217
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.9",253
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.95",311
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.975",372
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.99",448
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.01",0
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.025",0
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.05",5
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.1",17
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.15",28
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.2",39
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.25",49
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.3",60
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.35",70
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.4",80
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.45",91
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.55",114
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.6",126
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.65",140
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.7",157
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.75",174
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.8",196
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.85",225
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.9",263
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.95",326
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.975",386
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.99",480
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.01",0
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.025",0
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.05",4
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.1",14
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.15",25
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.2",36
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.25",47
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.3",57
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.35",68
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.4",78
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.45",91
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.55",114
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.6",127
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.65",141
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.7",157
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.75",178
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.8",202
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.85",231
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.9",271
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.95",342
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.975",409
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.99",502
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.01",109
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.025",140
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.05",154
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.1",172
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.15",182
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.2",190
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.25",198
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.3",204
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.35",210
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.4",217
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.45",223
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.5",228
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.55",233
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.6",240
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.65",246
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.7",253
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.75",261
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.8",270
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.85",279
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.9",292
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.95",316
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.975",338
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.99",391
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.01",80
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.025",104
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.05",126
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.1",147
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.15",163
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.2",174
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.25",185
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.3",194
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.35",203
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.4",211
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.45",220
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.5",228
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.55",237
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.6",245
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.65",254
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.7",264
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.75",275
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.8",288
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.85",303
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.9",323
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.95",361
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.975",396
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.99",453
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.01",59
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.025",85
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.05",107
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.1",133
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.15",150
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.2",164
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.25",176
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.3",188
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.35",198
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.4",208
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.45",218
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.5",228
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.55",239
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.6",250
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.65",262
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.7",275
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.75",289
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.8",305
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.85",325
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.9",351
